ID,Label (description),Category,EcoSIM Other Names,EcoSIM Variable Name,File Name,Definition,Comment,Related Synonyms,Exact Synonyms,Type,DbXrefs,has_units,qualifiers,attributes,measured_ins,measurement_ofs,contexts,value_types,Parents,Group Curated?,Definition Curated?,Definition Source,Comment from Ulas,Comment from Joan,Comment from John-Marc,Comment from Jinyun,Comment from Harry,Comment from Chris
BERVO:0000103,Equilibrium constant for AlPO4(s)+H2O+3OH(-)=Al(OH)4(-)+HPO4(2-),Constants for specific chemical reactions,,SYA4P1,SoluteParMod.txt,The equilibrium constant for the hydroxide-promoted dissolution of solid aluminum phosphate to form aluminum tetrahydroxide complex ions and hydrogen phosphate ions. This reaction controls aluminum phosphate mineral dissolution under strongly alkaline conditions and affects aluminum and phosphorus speciation and mobility in highly basic terrestrial and aquatic systems.,,,,Class,,m^6 mol^-2,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000104,Equilibrium constant for AlPO4(s)+4H2O=Al(OH)4(-)+HPO4(2-)+3H(+),Constants for specific chemical reactions,,SHA4P1,SoluteParMod.txt,"The equilibrium constant for the complete hydrolytic dissolution of solid aluminum phosphate to form aluminum tetrahydroxide complex ions, hydrogen phosphate ions, and protons. This reaction represents the dominant aluminum phosphate dissolution pathway under alkaline conditions and is critical for modeling aluminum and phosphorus biogeochemical cycling in basic environments.",,,,Class,,mol^4 m^-12,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000105,Equilibrium constant for AlPO4(s)+2H(+)=Al(3+)+H2PO4(-),Constants for specific chemical reactions,,SHA0P2,SoluteParMod.txt,The equilibrium constant for the acid dissolution of solid aluminum phosphate to form free aluminum ions and dihydrogen phosphate ions. This reaction controls aluminum phosphate mineral dissolution under acidic conditions and affects aluminum and phosphorus availability and mobility in strongly acidic soils and sediments.,,,,Class,,m^3 mol^-1,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000106,Equilibrium constant for AlPO4(s)+2H2O=Al(3+)+H2PO4(-)+2OH(-),Constants for specific chemical reactions,,SYA0P2,SoluteParMod.txt,"The equilibrium constant for the hydrolytic dissolution of solid aluminum phosphate to form free aluminum ions, dihydrogen phosphate ions, and hydroxide ions. This reaction represents aluminum phosphate dissolution through water coordination and affects aluminum and phosphorus speciation and bioavailability in neutral to basic terrestrial and aquatic systems.",,,,Class,,mol^3 m^-9,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000107,Equilibrium constant for AlPO4(s)+2H2O=Al(OH)(2+)+H2PO4(-)+OH(-),Constants for specific chemical reactions,,SYA1P2,SoluteParMod.txt,"The equilibrium constant for the hydrolytic dissolution of solid aluminum phosphate to form aluminum monohydroxide complex ions, dihydrogen phosphate ions, and hydroxide ions. This reaction controls aluminum phosphate mineral solubility and affects aluminum and phosphorus cycling in moderately acidic to neutral terrestrial and aquatic environments.",,,,Class,,mol^2 m^-6,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000108,Equilibrium constant for AlPO4(s)+H2O+H(+)=Al(OH)(2+)+H2PO4(-),Constants for specific chemical reactions,,SHA1P2,SoluteParMod.txt,The equilibrium constant for the proton-promoted dissolution of solid aluminum phosphate to form aluminum monohydroxide complex ions and dihydrogen phosphate ions. This reaction controls aluminum phosphate mineral dissolution under mildly acidic conditions and affects aluminum and phosphorus speciation in moderately acidic soils and sediments.,,,,Class,,NONE,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000109,Equilibrium constant for AlPO4(s)+2H2O=Al(OH)2(+)+H2PO4(-),Constants for specific chemical reactions,,SPA2P2,SoluteParMod.txt,The equilibrium constant for the hydrolytic dissolution of solid aluminum phosphate to form aluminum dihydroxide complex ions and dihydrogen phosphate ions. This reaction controls aluminum phosphate mineral solubility in near-neutral conditions and affects aluminum and phosphorus cycling and bioavailability in moderately acidic to neutral environments.,,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000110,Equilibrium constant for AlPO4(s)+2H2O+OH(-)=Al(OH)3(aq)+H2PO4(-),Constants for specific chemical reactions,,SYA3P2,SoluteParMod.txt,The equilibrium constant for the hydroxide-promoted dissolution of solid aluminum phosphate to form dissolved aluminum trihydroxide species and dihydrogen phosphate ions. This reaction controls aluminum phosphate mineral dissolution under alkaline conditions and affects aluminum and phosphorus speciation in basic terrestrial and aquatic systems.,,,,Class,,NONE,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000111,Equilibrium constant for AlPO4(s)+3H2O=Al(OH)3(aq)+H2PO4(-)+H(+),Constants for specific chemical reactions,,SHA3P2,SoluteParMod.txt,"The equilibrium constant for the complete hydrolytic dissolution of solid aluminum phosphate to form dissolved aluminum trihydroxide species, dihydrogen phosphate ions, and protons. This reaction represents the dominant aluminum phosphate dissolution pathway under neutral conditions and is critical for modeling aluminum and phosphorus biogeochemical cycling.",,,,Class,,mol^2 m^-6,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000112,Equilibrium constant for AlPO4(s)+2H2O+2OH(-)=Al(OH)4(-)+H2PO4(-),Constants for specific chemical reactions,,SYA4P2,SoluteParMod.txt,The equilibrium constant for the hydroxide-promoted dissolution of solid aluminum phosphate to form aluminum tetrahydroxide complex ions and dihydrogen phosphate ions. This reaction controls aluminum phosphate mineral dissolution under strongly alkaline conditions and affects aluminum and phosphorus speciation and mobility in highly basic terrestrial and aquatic systems.,,,,Class,,m^3 mol^-1,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000113,Equilibrium constant for AlPO4(s)+4H2O=Al(OH)4(-)+H2PO4(-)+2H(+),Constants for specific chemical reactions,,SHA4P2,SoluteParMod.txt,"The equilibrium constant for the complete hydrolytic dissolution of solid aluminum phosphate to form aluminum tetrahydroxide complex ions, dihydrogen phosphate ions, and protons. This reaction represents the dominant aluminum phosphate dissolution pathway under alkaline conditions and is critical for modeling aluminum and phosphorus biogeochemical cycling in basic environments.",,,,Class,,mol^3 m^-9,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000114,Equilibrium constant for FePO4(s)+H(+)= Fe(3+)+HPO4(2-),Constants for specific chemical reactions,,SHF0P1,SoluteParMod.txt,The equilibrium constant for the proton-promoted dissolution of solid iron phosphate to form free ferric iron ions and hydrogen phosphate ions. This reaction controls iron phosphate mineral dissolution under acidic conditions and affects iron and phosphorus availability and mobility in acid-impacted soils and sediments.,,,,Class,,NONE,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000115,Equilibrium constant for FePO4(s)+H2O = Fe(3+)+HPO4(2-)+OH(-),Constants for specific chemical reactions,,SYF0P1,SoluteParMod.txt,"The equilibrium constant for the hydrolytic dissolution of solid iron phosphate to form free ferric iron ions, hydrogen phosphate ions, and hydroxide ions. This reaction represents iron phosphate dissolution through water coordination and affects iron and phosphorus speciation and bioavailability in neutral terrestrial and aquatic systems.",,,,Class,,mol^2 m^-6,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000116,Equilibrium constant for FePO4(s)+H2O = Fe(OH)(2+)+HPO4(2-),Constants for specific chemical reactions,,SPF1P1,SoluteParMod.txt,The equilibrium constant for the dissolution of solid iron phosphate to form iron monohydroxide complex ions and hydrogen phosphate ions. This reaction controls iron phosphate mineral solubility in near-neutral conditions and affects iron and phosphorus cycling and bioavailability in moderately acidic to neutral environments.,,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000117,Equilibrium constant for FePO4(s)+H2O+OH(-)=HPO4(2-)+Fe(OH)2(+),Constants for specific chemical reactions,,SYF2P1,SoluteParMod.txt,The equilibrium constant for the hydroxide-promoted dissolution of solid iron phosphate to form hydrogen phosphate ions and iron dihydroxide complex ions. This reaction controls iron phosphate mineral dissolution under alkaline conditions and affects iron and phosphorus cycling in basic terrestrial and aquatic systems.,,,,Class,,NONE,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000118,Equilibrium constant for FePO4(s)+2H2O = HPO4(2-)+Fe(OH)2(+)+H(+),Constants for specific chemical reactions,,SHF2P1,SoluteParMod.txt,"The equilibrium constant for the hydrolytic dissolution of solid iron phosphate to form hydrogen phosphate ions, iron dihydroxide complex ions, and protons. This reaction represents iron phosphate dissolution through water coordination and is important for modeling iron and phosphorus release in neutral to mildly basic conditions.",,,,Class,,mol^2 m^-6,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000119,Equilibrium constant for FePO4(s)+H2O+2OH(-)=Fe(OH)3(aq)+HPO4(2-),Constants for specific chemical reactions,,SYF3P1,SoluteParMod.txt,The equilibrium constant for the hydroxide-promoted dissolution of solid iron phosphate to form dissolved iron trihydroxide species and hydrogen phosphate ions. This reaction controls iron phosphate mineral dissolution under strongly alkaline conditions and affects iron and phosphorus speciation in basic aquatic and terrestrial environments.,,,,Class,,m^3 mol^-1,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000120,Equilibrium constant for FePO4(s)+3H2O=Fe(OH)3(aq)+HPO4(2-)+2H(+),Constants for specific chemical reactions,,SHF3P1,SoluteParMod.txt,"The equilibrium constant for the complete hydrolytic dissolution of solid iron phosphate to form dissolved iron trihydroxide species, hydrogen phosphate ions, and protons. This reaction represents the dominant iron phosphate dissolution pathway under neutral conditions and is critical for modeling iron and phosphorus biogeochemical cycling.",,,,Class,,mol^3 m^-9,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000121,Equilibrium constant for FePO4(s)+H2O+3OH(-)=Fe(OH)4(-)+HPO4(2-),Constants for specific chemical reactions,,SYF4P1,SoluteParMod.txt,The equilibrium constant for the hydroxide-promoted dissolution of solid iron phosphate to form iron tetrahydroxide complex ions and hydrogen phosphate ions. This reaction controls iron phosphate mineral dissolution under strongly alkaline conditions and affects iron and phosphorus speciation and mobility in highly basic terrestrial and aquatic systems.,,,,Class,,m^6 mol^-2,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000122,Equilibrium constant for FePO4(s)+4H2O=Fe(OH)4(-)+HPO4(2-)+3H(+),Constants for specific chemical reactions,,SHF4P1,SoluteParMod.txt,"The equilibrium constant for the complete hydrolytic dissolution of solid iron phosphate to form iron tetrahydroxide complex ions, hydrogen phosphate ions, and protons. This reaction represents the dominant iron phosphate dissolution pathway under alkaline conditions and is critical for modeling iron and phosphorus biogeochemical cycling in basic environments.",,,,Class,,mol^4 m^-12,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000123,Equilibrium constant for FePO4(s)+2H(+)=Fe(3+)+H2PO4(-),Constants for specific chemical reactions,,SHF0P2,SoluteParMod.txt,The equilibrium constant for the acid dissolution of solid iron phosphate to form free ferric iron ions and dihydrogen phosphate ions. This reaction controls iron phosphate mineral dissolution under acidic conditions and affects iron and phosphorus availability and mobility in strongly acidic soils and sediments.,,,,Class,,m^3 mol^-1,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000124,Equilibrium constant for FePO4(s)+2H2O =Fe(3+)+H2PO4(-)+2OH(-),Constants for specific chemical reactions,,SYF0P2,SoluteParMod.txt,"The equilibrium constant for the hydrolytic dissolution of solid iron phosphate to form free ferric iron ions, dihydrogen phosphate ions, and hydroxide ions. This reaction represents iron phosphate dissolution through water coordination and affects iron and phosphorus speciation and bioavailability in neutral to basic terrestrial and aquatic systems.",,,,Class,,mol^3 m^-9,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000125,Equilibrium constant for FePO4(s)+2H2O=Fe(OH)(2+)+H2PO4(-)+OH(-),Constants for specific chemical reactions,,SYF1P2,SoluteParMod.txt,"The equilibrium constant for the hydrolytic dissolution of solid iron phosphate to form iron monohydroxide complex ions, dihydrogen phosphate ions, and hydroxide ions. This reaction controls iron phosphate mineral solubility and affects iron and phosphorus cycling in moderately acidic to neutral terrestrial and aquatic environments.",,,,Class,,mol^2 m^-6,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000126,Equilibrium constant for FePO4(s)+H2O+H(+)=Fe(OH)(2+)+H2PO4(-),Constants for specific chemical reactions,,SHF1P2,SoluteParMod.txt,The equilibrium constant for the proton-promoted dissolution of solid iron phosphate to form iron monohydroxide complex ions and dihydrogen phosphate ions. This reaction controls iron phosphate mineral dissolution under mildly acidic conditions and affects iron and phosphorus speciation in moderately acidic soils and sediments.,,,,Class,,NONE,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000127,Equilibrium constant for FePO4(s)+2H2O=Fe(OH)2(+)+H2PO4(-),Constants for specific chemical reactions,,SPF2P2,SoluteParMod.txt,The equilibrium constant for the hydrolytic dissolution of solid iron phosphate to form iron dihydroxide complex ions and dihydrogen phosphate ions. This reaction controls iron phosphate mineral solubility in near-neutral conditions and affects iron and phosphorus cycling and bioavailability in moderately acidic to neutral environments.,,,,Class,,mol m^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000128,Equilibrium constant for FePO4(s)+2H2O+OH(-)=Fe(OH)3(aq)+H2PO4(-),Constants for specific chemical reactions,,SYF3P2,SoluteParMod.txt,The equilibrium constant for the hydroxide-promoted dissolution of solid iron phosphate to form dissolved iron trihydroxide species and dihydrogen phosphate ions. This reaction controls iron phosphate mineral dissolution under alkaline conditions and affects iron and phosphorus speciation in basic terrestrial and aquatic systems.,,,,Class,,NONE,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000129,Equilibrium constant for FePO4(s)+3H2O=Fe(OH)3(aq)+H2PO4(-)+H(+),Constants for specific chemical reactions,,SHF3P2,SoluteParMod.txt,"The equilibrium constant for the complete hydrolytic dissolution of solid iron phosphate to form dissolved iron trihydroxide species, dihydrogen phosphate ions, and protons. This reaction represents the dominant iron phosphate dissolution pathway under neutral conditions and is critical for modeling iron and phosphorus biogeochemical cycling.",,,,Class,,mol^2 m^-6,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000130,Equilibrium constant for FePO4(s)+2H2O+2OH(-)=Fe(OH)4(-)+H2PO4(-),Constants for specific chemical reactions,,SYF4P2,SoluteParMod.txt,The equilibrium constant for the hydroxide-promoted dissolution of solid iron phosphate to form iron tetrahydroxide complex ions and dihydrogen phosphate ions. This reaction controls iron phosphate mineral dissolution under strongly alkaline conditions and affects iron and phosphorus speciation and mobility in highly basic terrestrial and aquatic systems.,,,,Class,,m^3 mol^-1,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000131,Equilibrium constant for FePO4(s)+4H2O=Fe(OH)4(-)+H2PO4(-)+2H(+),Constants for specific chemical reactions,,SHF4P2,SoluteParMod.txt,"The equilibrium constant for the complete hydrolytic dissolution of solid iron phosphate to form iron tetrahydroxide complex ions, dihydrogen phosphate ions, and protons. This reaction represents the dominant iron phosphate dissolution pathway under alkaline conditions and is critical for modeling iron and phosphorus biogeochemical cycling in basic environments.",,,,Class,,mol^3 m^-9,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000132,Equilibrium constant for CaHPO4(s)+H(+)=Ca(2+)+H2PO4(-),Constants for specific chemical reactions,,SHCAD2,SoluteParMod.txt,The equilibrium constant for the proton-promoted dissolution of solid calcium hydrogen phosphate to form calcium ions and dihydrogen phosphate ions. This reaction controls calcium hydrogen phosphate mineral dissolution under acidic conditions and affects calcium and phosphorus availability and mobility in acid-impacted soils and sediments.,,,,Class,,NONE,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000133,Equilibrium constant for CaHPO4(s)+H2O=Ca(2+)+H2PO4(-)+OH(-),Constants for specific chemical reactions,,SYCAD2,SoluteParMod.txt,"The equilibrium constant for the hydrolytic dissolution of solid calcium hydrogen phosphate to form calcium ions, dihydrogen phosphate ions, and hydroxide ions. This reaction represents calcium hydrogen phosphate dissolution through water coordination and affects calcium and phosphorus speciation and bioavailability in neutral terrestrial and aquatic systems.",,,,Class,,mol^2 m^-6,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000134,Equilibrium constant for Ca5(PO4)3OH(s)+4H(+)=3HPO4(2-)+5Ca(2+)+H2O,Constants for specific chemical reactions,,SHCAH1,SoluteParMod.txt,"The equilibrium constant for the acid dissolution of solid hydroxyapatite to form hydrogen phosphate ions, calcium ions, and water. This reaction controls hydroxyapatite mineral dissolution under acidic conditions and is critical for modeling bone and tooth mineral dissolution, calcium and phosphorus bioavailability, and apatite weathering in acid-impacted environments.",,,,Class,,mol^3 m^-9,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000135,Equilibrium constant for Ca5(PO4)3OH(s)+3H2O=5Ca(2+)+3HPO4(2-)+4OH(-),Constants for specific chemical reactions,,SYCAH1,SoluteParMod.txt,"The equilibrium constant for the hydrolytic dissolution of solid hydroxyapatite to form calcium ions, hydrogen phosphate ions, and hydroxide ions. This reaction represents hydroxyapatite dissolution through water coordination under neutral to basic conditions and affects calcium and phosphorus cycling in biological and geological systems.",,,,Class,,mol^11 m^-33,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000136,Equilibrium constant for Ca5(PO4)3OH(s)+7H(+)+3OH(-)=3HPO4(2-)+5Ca(2+)+4H2O,Constants for specific chemical reactions,,SHCAH2,SoluteParMod.txt,"The equilibrium constant for the mixed acid-base dissolution of solid hydroxyapatite to form hydrogen phosphate ions, calcium ions, and water. This reaction represents a complex dissolution pathway involving both proton consumption and hydroxide reactants and is important for modeling hydroxyapatite behavior under variable pH conditions.",,,,Class,,m^9 mol^-3,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000137,Equilibrium constant for Ca5(PO4)3OH(s)+3H2O=3HPO4(2-)+5Ca(2+)+4OH(-),Constants for specific chemical reactions,,SYCAH2,SoluteParMod.txt,"The equilibrium constant for the hydrolytic dissolution of solid hydroxyapatite to form hydrogen phosphate ions, calcium ions, and hydroxide ions. This reaction represents the primary hydroxyapatite dissolution pathway under neutral conditions and is fundamental for modeling calcium and phosphorus biogeochemical cycling, bone and tooth mineral stability, and apatite weathering processes.",,,,Class,,mol^11 mol^-33,NA,Equilibrium constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000138,Km for urea hydrolysis,Constants for specific chemical reactions,,DUKM,SoluteParMod.txt,The Michaelis-Menten half-saturation constant for urea hydrolysis by urease enzymes in soil systems. This parameter determines the urea concentration at which hydrolysis proceeds at half-maximum rate and is critical for modeling nitrogen release kinetics from urea fertilizers in agricultural and environmental systems.,,,,Class,,g m^-3,NA,Michaelis constant,NA,Urea,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,"Either ""Km"" or ""Michaelis constant"" is the attribute.  Should be ""urea hydrolyis"" (equation) similar to the equilibrium constants above",,,
BERVO:0000139,Ki for urea hydrolysis,Constants for specific chemical reactions,,DUKI,SoluteParMod.txt,The inhibition constant for product inhibition of urea hydrolysis following Michaelis-Menten kinetics in soil systems. This parameter quantifies how hydrolysis products reduce the rate of continued urea breakdown and is important for modeling nitrogen release patterns and ammonia volatilization from urea fertilizers in agricultural environments.,,,,Class,,g m^-3,NA,Inhibition constant,NA,Urea,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,"Either ""Ki"" or ""Inhibition constant"" should be the attribute.  Same comment regarding hydrolysis as above.",,,
BERVO:0000140,Activity for solids,Constants for specific chemical reactions,,A0,SoluteParMod.txt,"The thermodynamic activity of solid phases in chemical equilibrium calculations, conventionally set to unity for pure solid phases. This standard assumption simplifies equilibrium calculations for mineral dissolution and precipitation reactions and is fundamental to modeling chemical weathering and soil mineral transformations in geochemical systems.",,,,Class,,NONE,NA,Activity,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000141,Cation exchange capacity of soil organic carbon,Constants for specific chemical reactions,,COOH,SoluteParMod.txt,"The capacity of soil organic carbon to hold and exchange positively charged ions including calcium, magnesium, potassium, and sodium through functional groups on organic matter surfaces. This property controls nutrient retention and availability in soils and is essential for modeling soil fertility and plant nutrition in terrestrial ecosystems.",,,,Class,,eqv (gC)^-1,NA,Capacity,NA,Organic carbon,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000142,Maximum calcium concentration,Constants for specific chemical reactions,,CCAMX,SoluteParMod.txt,The maximum Ca(2+) concentration in the soil. It is EcoSIM specific,,,,Class,,mol m^-3,Maximum,Concentration,NA,Calcium,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,I like this decomposition,,,
BERVO:0000143,Specific rate constants for ammonium release after fertilizer application,Constants for specific chemical reactions,,RFertNH4SpecReleaz,SoluteParMod.txt,The kinetic parameter governing first-order ammonium release from fertilizer particles following application to soil systems. This constant determines the rate at which ammonium becomes available for plant uptake and nitrification processes and is critical for modeling nitrogen dynamics and fertilizer efficiency in agricultural ecosystems.,,,,Class,,h^-1,NA,Rate constant,NA,Ammonium release,Fertilizer,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,"is ""X release"" something we could write an equation for (e.g., NH4+(s) -> NH4+(aq))?",,,
BERVO:0000144,Specific rate constants for ammonia release after fertilizer application,Constants for specific chemical reactions,,RFertNH3SpecReleaz,SoluteParMod.txt,The kinetic parameter governing first-order ammonia release from fertilizer particles following application to soil systems. This constant controls the rate of ammonia volatilization from fertilizers and is essential for modeling nitrogen losses and atmospheric ammonia emissions in agricultural environments.,,,,Class,,h^-1,NA,Rate constant,NA,Ammonia release,Fertilizer,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000145,Specific rate constants for urea release after fertilizer application,Constants for specific chemical reactions,,RFertUreaSpecHydrol,SoluteParMod.txt,The kinetic parameter governing first-order urea release and hydrolysis from fertilizer particles following application to soil systems. This constant determines the rate at which urea is converted to ammonium and is fundamental for modeling nitrogen availability and timing in fertilized agricultural systems.,,,,Class,,h^-1,NA,Rate constant,NA,Urea release,Fertilizer,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000146,Specific rate constants for nitrate release after fertilizer application,Constants for specific chemical reactions,,RFertNO3SpecReleaz,SoluteParMod.txt,The kinetic parameter governing first-order nitrate release from fertilizer particles following application to soil systems. This constant controls the rate at which nitrate becomes available for plant uptake and denitrification processes and is crucial for modeling nitrogen cycling and leaching losses in fertilized ecosystems.,,,,Class,,h^-1,NA,Rate constant,NA,Nitrate release,Fertilizer,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,"link concept to ""chemical flux"" and ""nitrate""",,,
BERVO:0000147,Specific rate constants for dihydrogen phosphate release after fertilizer application,Constants for specific chemical reactions,,SPPO4,SoluteParMod.txt,It refers to the rate parameter in the first order kinetics based release of H2PO4 after fertilization,,,,Class,,h^-1,NA,Rate constant,NA,Phosphoric acid release,Fertilizer,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000148,Allocation parameter,Plant growth parameters,,FracHour4LeafoffRemob,GrosubPars.txt,It is a threshold parameter over which leaf starts doing nutrient remobilization. The threshold is tested using the ratio of the hours that leaf-off criterion is met with the total hours required for leave-off to occur.,,,,Class,,NONE,NA,NA,Leaf,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,Remove?,
BERVO:0000149,Minimum fraction of growth allocated to leaf,Plant growth parameters,,PART1X,GrosubPars.txt,"It is an allometric parameter for leaf that when carbon is allocated for leave growth, it should not be less than this minimu fraction",,,,Class,,NA,Minimum,Fraction,NA,Growth,NA,Fraction,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000150,Minimum fraction of growth allocated to petiole,Plant growth parameters,,PART2X,GrosubPars.txt,"It is an allometric parameter for petiole that when carbon is allocated for petiole growth, it should not be less than this minimu fraction",,,,Class,,NA,Minimum,Fraction,NA,Growth,NA,Fraction,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000151,Rate constant for nonstructural carbon oxidation in respiration,Plant growth parameters,,VMXC,GrosubPars.txt,The maximum turnover rate of nonstructural carbon reserves through respiratory processes to support canopy development and growth. This parameter determines how rapidly plants can mobilize stored carbon for metabolic needs and is essential for modeling plant carbon allocation and growth responses to environmental conditions.,,,,Class,,h-1,NA,Rate constant,NA,NA,NA,,,,,Definition source - Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
